TreeTipLabel,Dataset,Lineage,Subphylogroup,Phylogroup,NewTreeTipLabel,SampleName
A|001-Ext-tcNoW-4_t00,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:001-Ext-tcNoW-4_t00
A|002-Ext-blFoB-4_t00,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:002-Ext-blFoB-4_t00
A|003-Ext-blFoB-1_t00,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:003-Ext-blFoB-1_t00
A|003-Ext-blFoB-3_t00,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:003-Ext-blFoB-3_t00
A|004-Ext-clFoW-1_t00,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:004-Ext-clFoW-1_t00
A|004-Ext-clFoW-2_t00,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:004-Ext-clFoW-2_t00
A|004-Ext-clFoW-3_t00,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:004-Ext-clFoW-3_t00
A|004-Ext-clFoW-4_t00,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:004-Ext-clFoW-4_t00
A|005-Ext-brFoBr-11_t00,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:005-Ext-brFoBr-11_t00
A|005-Ext-brFoBr-12_t00,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:005-Ext-brFoBr-12_t00
A|005-Ext-brFoBr-13_t00,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:005-Ext-brFoBr-13_t00
A|005-Ext-brFoBr-17_t00,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:005-Ext-brFoBr-17_t00
A|005-Ext-brFoBr-18_t00,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:005-Ext-brFoBr-18_t00
A|005-Ext-brFoBr-19_t00,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:005-Ext-brFoBr-19_t00
A|005-Ext-brFoBr-2_t00,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:005-Ext-brFoBr-2_t00
A|005-Ext-brFoBr-3_t00,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:005-Ext-brFoBr-3_t00
A|005-Ext-brFoBr-4_t00,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:005-Ext-brFoBr-4_t00
A|005-Ext-brFoBr-8_t00,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:005-Ext-brFoBr-8_t00
A|005-Ext-brFoBr-9_t00,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:005-Ext-brFoBr-9_t00
A|007-Ext-bcFoBs-1_t00,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:007-Ext-bcFoBs-1_t00
A|007-Ext-bcFoBs-2_t00,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:007-Ext-bcFoBs-2_t00
A|007-Ext-bcFoBs-3_t00,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:007-Ext-bcFoBs-3_t00
A|009-Ext-trFoBs-1_t00,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:009-Ext-trFoBs-1_t00
A|009-Ext-trFoBs-2_t00,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:009-Ext-trFoBs-2_t00
A|009-Ext-trFoBs-3_t00,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:009-Ext-trFoBs-3_t00
A|009-Ext-trFoBs-4_t00,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:009-Ext-trFoBs-4_t00
A|010-Ext-blFoW-1_t00,Conwill2022,biogeo53,A.3,A,Adult 1 - Lineage 53,A:010-Ext-blFoW-1_t00
A|010-Ext-blFoW-3_t00,Conwill2022,biogeo53,A.3,A,Adult 1 - Lineage 53,A:010-Ext-blFoW-3_t00
A|010-Ext-blFoW-4_t00,Conwill2022,biogeo53,A.3,A,Adult 1 - Lineage 53,A:010-Ext-blFoW-4_t00
A|011-Ext-ccRcBp-1_t00,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:011-Ext-ccRcBp-1_t00
A|011-Ext-ccRcBp-2_t00,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:011-Ext-ccRcBp-2_t00
A|011-Ext-ccRcBp-3_t00,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:011-Ext-ccRcBp-3_t00
A|011-Ext-ccRcBp-4_t00,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:011-Ext-ccRcBp-4_t00
A|012-Ext-ccRcBs-1_t00,Conwill2022,biogeo52,A.3,A,Adult 1 - Lineage 52,A:012-Ext-ccRcBs-1_t00
A|012-Ext-ccRcBs-2_t00,Conwill2022,biogeo52,A.3,A,Adult 1 - Lineage 52,A:012-Ext-ccRcBs-2_t00
A|012-Ext-ccRcBs-4_t00,Conwill2022,biogeo52,A.3,A,Adult 1 - Lineage 52,A:012-Ext-ccRcBs-4_t00
A|013-Ext-blRcB-1_t00,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:013-Ext-blRcB-1_t00
A|013-Ext-blRcB-2_t00,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:013-Ext-blRcB-2_t00
A|013-Ext-blRcB-3_t00,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:013-Ext-blRcB-3_t00
A|013-Ext-blRcB-4_t00,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:013-Ext-blRcB-4_t00
A|014-Ext-blRcB-1_t00,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:014-Ext-blRcB-1_t00
A|014-Ext-blRcB-2_t00,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:014-Ext-blRcB-2_t00
A|014-Ext-blRcB-3_t00,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:014-Ext-blRcB-3_t00
A|014-Ext-blRcB-4_t00,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:014-Ext-blRcB-4_t00
A|015-Ext-bcRcBs-1_t00,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:015-Ext-bcRcBs-1_t00
A|015-Ext-bcRcBs-2_t00,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:015-Ext-bcRcBs-2_t00
A|015-Ext-bcRcBs-4_t00,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:015-Ext-bcRcBs-4_t00
A|016-Ext-trRcBl-1_t00,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:016-Ext-trRcBl-1_t00
A|016-Ext-trRcBl-3_t00,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:016-Ext-trRcBl-3_t00
A|016-Ext-trRcBl-4_t00,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:016-Ext-trRcBl-4_t00
A|017-Ext-crMoB-1_t00,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:017-Ext-crMoB-1_t00
A|019-Ext-trChBy-2_t00,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:019-Ext-trChBy-2_t00
A|019-Ext-trChBy-3_t00,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:019-Ext-trChBy-3_t00
A|019-Ext-trChBy-4_t00,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:019-Ext-trChBy-4_t00
A|020-Ext-crChB-1_t00,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:020-Ext-crChB-1_t00
A|020-Ext-crChB-2_t00,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:020-Ext-crChB-2_t00
A|020-Ext-crChB-4_t00,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:020-Ext-crChB-4_t00
A|023-Ext-tcChBp-3_t00,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:023-Ext-tcChBp-3_t00
A|024-Ext-bcChBs-1_t00,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:024-Ext-bcChBs-1_t00
A|024-Ext-bcChBs-2_t00,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:024-Ext-bcChBs-2_t00
A|024-Ext-bcChBs-3_t00,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:024-Ext-bcChBs-3_t00
A|025-Ext-clChWp-1_t00,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:025-Ext-clChWp-1_t00
A|025-Ext-clChWp-2_t00,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:025-Ext-clChWp-2_t00
A|026-Ext-clMoB-1_t00,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:026-Ext-clMoB-1_t00
A|026-Ext-clMoB-2_t00,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:026-Ext-clMoB-2_t00
A|026-Ext-clMoB-3_t00,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:026-Ext-clMoB-3_t00
A|026-Ext-clMoB-4_t00,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:026-Ext-clMoB-4_t00
A|027-Ext-tlLcWr-1_t00,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:027-Ext-tlLcWr-1_t00
A|027-Ext-tlLcWr-2_t00,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:027-Ext-tlLcWr-2_t00
A|027-Ext-tlLcWr-4_t00,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:027-Ext-tlLcWr-4_t00
A|027-Ext-tlLcWr-5_t00,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:027-Ext-tlLcWr-5_t00
A|028-Ext-tlMoWd-1_t00,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:028-Ext-tlMoWd-1_t00
A|028-Ext-tlMoWd-2_t00,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:028-Ext-tlMoWd-2_t00
A|028-Ext-tlMoWd-4_t00,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:028-Ext-tlMoWd-4_t00
A|029-Ext-tlNoBs-2_t00,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:029-Ext-tlNoBs-2_t00
A|029-Ext-tlNoBs-3_t00,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:029-Ext-tlNoBs-3_t00
A|030-Ext-tlNoBs-1_t00,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:030-Ext-tlNoBs-1_t00
A|030-Ext-tlNoBs-2_t00,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:030-Ext-tlNoBs-2_t00
A|030-Ext-tlNoBs-3_t00,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:030-Ext-tlNoBs-3_t00
A|031-Ext-trNoBs-1_t00,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:031-Ext-trNoBs-1_t00
A|031-Ext-trNoBs-2_t00,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:031-Ext-trNoBs-2_t00
A|031-Ext-trNoBs-3_t00,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:031-Ext-trNoBs-3_t00
A|031-Ext-trNoBs-4_t00,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:031-Ext-trNoBs-4_t00
A|032-Ext-trNoBb-1_t00,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:032-Ext-trNoBb-1_t00
A|032-Ext-trNoBb-2_t00,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:032-Ext-trNoBb-2_t00
A|032-Ext-trNoBb-3_t00,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:032-Ext-trNoBb-3_t00
A|032-Ext-trNoBb-4_t00,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:032-Ext-trNoBb-4_t00
A|033-Ext-crNoBs-1_t00,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:033-Ext-crNoBs-1_t00
A|033-Ext-crNoBs-12_t00,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:033-Ext-crNoBs-12_t00
A|033-Ext-crNoBs-13_t00,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:033-Ext-crNoBs-13_t00
A|033-Ext-crNoBs-17_t00,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:033-Ext-crNoBs-17_t00
A|033-Ext-crNoBs-18_t00,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:033-Ext-crNoBs-18_t00
A|033-Ext-crNoBs-2_t00,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:033-Ext-crNoBs-2_t00
A|033-Ext-crNoBs-3_t00,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:033-Ext-crNoBs-3_t00
A|033-Ext-crNoBs-4_t00,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:033-Ext-crNoBs-4_t00
A|033-Ext-crNoBs-6_t00,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:033-Ext-crNoBs-6_t00
A|033-Ext-crNoBs-7_t00,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:033-Ext-crNoBs-7_t00
A|033-Ext-crNoBs-8_t00,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:033-Ext-crNoBs-8_t00
A|033-Ext-crNoBs-9_t00,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:033-Ext-crNoBs-9_t00
A|034-Ext-crNoBs-1_t00,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:034-Ext-crNoBs-1_t00
A|034-Ext-crNoBs-10_t00,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:034-Ext-crNoBs-10_t00
A|034-Ext-crNoBs-11_t00,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:034-Ext-crNoBs-11_t00
A|034-Ext-crNoBs-13_t00,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:034-Ext-crNoBs-13_t00
A|034-Ext-crNoBs-14_t00,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:034-Ext-crNoBs-14_t00
A|034-Ext-crNoBs-15_t00,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:034-Ext-crNoBs-15_t00
A|034-Ext-crNoBs-16_t00,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:034-Ext-crNoBs-16_t00
A|034-Ext-crNoBs-18_t00,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:034-Ext-crNoBs-18_t00
A|034-Ext-crNoBs-19_t00,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:034-Ext-crNoBs-19_t00
A|034-Ext-crNoBs-2_t00,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:034-Ext-crNoBs-2_t00
A|034-Ext-crNoBs-20_t00,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:034-Ext-crNoBs-20_t00
A|034-Ext-crNoBs-3_t00,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:034-Ext-crNoBs-3_t00
A|034-Ext-crNoBs-5_t00,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:034-Ext-crNoBs-5_t00
A|034-Ext-crNoBs-6_t00,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:034-Ext-crNoBs-6_t00
A|034-Ext-crNoBs-9_t00,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:034-Ext-crNoBs-9_t00
A|035-Ext-trMoBs-1_t00,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:035-Ext-trMoBs-1_t00
A|035-Ext-trMoBs-2_t00,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:035-Ext-trMoBs-2_t00
A|035-Ext-trMoBs-3_t00,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:035-Ext-trMoBs-3_t00
A|035-Ext-trMoBs-4_t00,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:035-Ext-trMoBs-4_t00
A|035-Ext-trMoBs-5_t00,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:035-Ext-trMoBs-5_t00
A|037-Ext-ccNoBs-1_t00,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:037-Ext-ccNoBs-1_t00
A|037-Ext-ccNoBs-2_t00,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:037-Ext-ccNoBs-2_t00
A|037-Ext-ccNoBs-3_t00,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:037-Ext-ccNoBs-3_t00
A|038-Ext-ccNoB-1_t00,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:038-Ext-ccNoB-1_t00
A|038-Ext-ccNoB-2_t00,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:038-Ext-ccNoB-2_t00
A|039-Ext-bcNoBl-1_t00,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:039-Ext-bcNoBl-1_t00
A|039-Ext-bcNoBl-3_t00,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:039-Ext-bcNoBl-3_t00
A|039-Ext-bcNoBl-4_t00,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:039-Ext-bcNoBl-4_t00
A|040-Ext-trRcBt-4_t00,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:040-Ext-trRcBt-4_t00
A|041-Ext-brChB-1_t00,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:041-Ext-brChB-1_t00
A|041-Ext-brChB-11_t00,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:041-Ext-brChB-11_t00
A|041-Ext-brChB-12_t00,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:041-Ext-brChB-12_t00
A|041-Ext-brChB-14_t00,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:041-Ext-brChB-14_t00
A|041-Ext-brChB-2_t00,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:041-Ext-brChB-2_t00
A|041-Ext-brChB-4_t00,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:041-Ext-brChB-4_t00
A|041-Ext-brChB-6_t00,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:041-Ext-brChB-6_t00
A|041-Ext-brChB-7_t00,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:041-Ext-brChB-7_t00
A|041-Ext-brChB-8_t00,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:041-Ext-brChB-8_t00
A|043-Ext-brChB-2_t00,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:043-Ext-brChB-2_t00
A|043-Ext-brChB-3_t00,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:043-Ext-brChB-3_t00
A|043-Ext-brChB-4_t00,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:043-Ext-brChB-4_t00
A|044-Ext-trFoB-1_t00,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:044-Ext-trFoB-1_t00
A|044-Ext-trFoB-2_t00,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:044-Ext-trFoB-2_t00
A|044-Ext-trFoB-3_t00,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:044-Ext-trFoB-3_t00
A|044-Ext-trFoB-4_t00,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:044-Ext-trFoB-4_t00
A|044-Ext-trFoB-8_t00,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:044-Ext-trFoB-8_t00
A|046-Scr-Fo-1_t00,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:046-Scr-Fo-1_t00
A|046-Scr-Fo-2_t00,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:046-Scr-Fo-2_t00
A|047-Scr-Lc-2_t00,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:047-Scr-Lc-2_t00
A|048-Scr-Rc-2_t00,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:048-Scr-Rc-2_t00
A|066-Scr-tlBa-1_t00,Conwill2022,biogeo3,A.3,A,Adult 1 - Lineage 3,A:066-Scr-tlBa-1_t00
A|066-Scr-tlBa-2_t00,Conwill2022,biogeo3,A.3,A,Adult 1 - Lineage 3,A:066-Scr-tlBa-2_t00
A|066-Scr-tlBa-4_t00,Conwill2022,biogeo3,A.3,A,Adult 1 - Lineage 3,A:066-Scr-tlBa-4_t00
A|067-Scr-trBa-2_t00,Conwill2022,biogeo3,A.3,A,Adult 1 - Lineage 3,A:067-Scr-trBa-2_t00
A|067-Scr-trBa-5_t00,Conwill2022,biogeo3,A.3,A,Adult 1 - Lineage 3,A:067-Scr-trBa-5_t00
A|067-Scr-trBa-6_t00,Conwill2022,biogeo3,A.3,A,Adult 1 - Lineage 3,A:067-Scr-trBa-6_t00
A|068-Scr-blBa-1_t00,Conwill2022,biogeo3,A.3,A,Adult 1 - Lineage 3,A:068-Scr-blBa-1_t00
A|195-Stp-No66-1_t08,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:195-Stp-No66-1_t08
A|196-Stp-Rc57-1_t08,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:196-Stp-Rc57-1_t08
A|196-Stp-Rc57-2_t08,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:196-Stp-Rc57-2_t08
A|196-Stp-Rc57-3_t08,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:196-Stp-Rc57-3_t08
A|196-Stp-Rc57-4_t08,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:196-Stp-Rc57-4_t08
A|197-Stp-Rc57-1_t08,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:197-Stp-Rc57-1_t08
A|197-Stp-Rc57-2_t08,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:197-Stp-Rc57-2_t08
A|199-Stp-Rc58-1_t08,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:199-Stp-Rc58-1_t08
A|199-Stp-Rc58-2_t08,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:199-Stp-Rc58-2_t08
A|201-Stp-Rc58-1_t08,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:201-Stp-Rc58-1_t08
A|201-Stp-Rc58-2_t08,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:201-Stp-Rc58-2_t08
A|205-Stp-Rc59-1_t08,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:205-Stp-Rc59-1_t08
A|205-Stp-Rc59-2_t08,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:205-Stp-Rc59-2_t08
A|206-Stp-Rc59-1_t08,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:206-Stp-Rc59-1_t08
A|207-Stp-Rc60-1_t08,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:207-Stp-Rc60-1_t08
A|207-Stp-Rc60-2_t08,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:207-Stp-Rc60-2_t08
A|209-Stp-Rc60-2_t08,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:209-Stp-Rc60-2_t08
A|210-Stp-Rc60-1_t08,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:210-Stp-Rc60-1_t08
A|210-Stp-Rc60-2_t08,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:210-Stp-Rc60-2_t08
A|211-Stp-Rc60-1_t08,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:211-Stp-Rc60-1_t08
A|211-Stp-Rc60-2_t08,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:211-Stp-Rc60-2_t08
A|214-Stp-No62-1_t08,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:214-Stp-No62-1_t08
A|214-Stp-No62-2_t08,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:214-Stp-No62-2_t08
A|215-Stp-No62-1_t08,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:215-Stp-No62-1_t08
A|216-Stp-No62-1_t08,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:216-Stp-No62-1_t08
A|216-Stp-No62-2_t08,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:216-Stp-No62-2_t08
A|217-Stp-No63-1_t08,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:217-Stp-No63-1_t08
A|218-Stp-No63-1_t08,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:218-Stp-No63-1_t08
A|220-Stp-No63-1_t08,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:220-Stp-No63-1_t08
A|220-Stp-No63-2_t08,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:220-Stp-No63-2_t08
A|221-Stp-No63-1_t08,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:221-Stp-No63-1_t08
A|221-Stp-No63-2_t08,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:221-Stp-No63-2_t08
A|222-Stp-No62-1_t08,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:222-Stp-No62-1_t08
A|222-Stp-No62-2_t08,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:222-Stp-No62-2_t08
A|223-Stp-No65-1_t08,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:223-Stp-No65-1_t08
A|223-Stp-No65-2_t08,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:223-Stp-No65-2_t08
A|226-Stp-No65-3_t08,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:226-Stp-No65-3_t08
A|226-Stp-No65-4_t08,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:226-Stp-No65-4_t08
A|229-Stp-No67-1_t08,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:229-Stp-No67-1_t08
A|229-Stp-No67-2_t08,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:229-Stp-No67-2_t08
A|231-Stp-No62-1_t08,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:231-Stp-No62-1_t08
A|231-Stp-No62-2_t08,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:231-Stp-No62-2_t08
A|232-Stp-Rc71-1_t08,Conwill2022,biogeo2,C.1,C,Adult 1 - Lineage 2,A:232-Stp-Rc71-1_t08
A|235-Stp-Rc72-1_t08,Conwill2022,biogeo1,D.1,D,Adult 1 - Lineage 1,A:235-Stp-Rc72-1_t08
